distance_km,operateur,type_service,duree_trajet_min
-0.691877573747154,0.26458597917489074,0.5592818685875717,-0.7116451698408043
0.1138035918854203,-1.9491116005566471,-1.7880071859390545,-1.0716891159013862
1.4894426126816498,-0.5607981441857646,0.5592818685875717,0.7747747909597629
0.5958049879188818,-0.00148090180049803,0.5592818685875717,-0.0014667441249777632
-0.4913368469303123,0.5758722503109284,0.5592818685875717,-0.2921444253481998
-1.0859225106504218,-0.387558368100678,0.5592818685875717,-0.6554915268772272
-0.6672497651906997,-1.9426012712088911,0.5592818685875717,-0.10716771911524031
0.08917578332896607,0.5758722503109284,0.5592818685875717,1.141425047957236
1.9644074919846957,0.5758722503109284,0.5592818685875717,1.3462206870008697
-1.082404252285214,0.922096610068414,-1.7880071859390545,-1.3458510197823796
0.05751145804209634,0.11520247471998173,0.5592818685875717,0.9234167870398196
-0.6144758897125835,0.5937599641268709,-1.7880071859390545,-1.1939058682338772
-0.4596725216434426,0.5937599641268709,0.5592818685875717,0.03156481055947928
1.3346392446125088,0.5758722503109284,0.5592818685875717,1.8879381838259652
-1.0612947020939674,0.5758722503109284,0.5592818685875717,0.2859077816297985
-0.663731506825492,0.5758722503109284,0.5592818685875717,-0.3945422448700166
-0.4596725216434426,0.11520247471998173,0.5592818685875717,0.6855895933117288
2.2353133861056924,0.5758722503109284,0.5592818685875717,-1.8380211845807894
0.07510274986813509,-0.387558368100678,-1.7880071859390545,-0.8569840104524152
-0.07618235983579807,0.5937599641268709,0.5592818685875717,0.2594825378822329
-1.2442441370847703,0.5758722503109284,0.5592818685875717,-0.2855381144113084
-0.8290896499902561,0.11520247471998173,0.5592818685875717,-0.33838860190643966
-0.08673713493142132,0.5758722503109284,0.5592818685875717,0.7252274589330773
-1.054258185363552,0.922096610068414,-1.7880071859390545,-1.3062131541610311
1.2502010438475228,0.5758722503109284,0.5592818685875717,1.0654524721829848
-0.2767230866526397,1.1232473587372325,-1.7880071859390545,-0.9758976073164606
0.12435836698104355,0.26458597917489074,0.5592818685875717,-0.15010874020503448
1.2924201442300158,0.5758722503109284,0.5592818685875717,1.689748855719223
-1.430711830440781,-0.387558368100678,-1.7880071859390545,-1.5143119486731105
-0.9874112764246048,0.26458597917489074,-1.7880071859390545,-1.2797879104134655
1.1587263263521215,0.5758722503109284,0.5592818685875717,1.8516034736730624
-0.7165053823036082,1.633938430790543,0.5592818685875717,-0.5167589972025077
-1.1562876779545768,-1.9491116005566471,-1.7880071859390545,-1.6134066127264817
2.2599411946621464,0.5758722503109284,0.5592818685875717,1.858209784609954
0.5395128540755578,0.922096610068414,0.5592818685875717,0.3883056011516154
1.7497937317070231,1.1232473587372325,0.5592818685875717,-1.8875685166074752
-0.009335450896850866,-0.3236279882100638,-1.7880071859390545,-0.8536808549839695
1.1094707092392129,0.11520247471998173,0.5592818685875717,1.6302920572872004
-0.927600884216073,1.633938430790543,-1.7880071859390545,-1.5275245705468934
0.25453392649373024,0.26458597917489074,0.5592818685875717,0.015049033217250759
0.173613984093952,1.633938430790543,-1.7880071859390545,-0.8074366784257296
0.05751145804209634,0.11520247471998173,0.5592818685875717,1.2603386448212814
-0.17469359406161503,-1.9491116005566471,0.5592818685875717,0.4774907987996494
0.05047494131168085,1.633938430790543,0.5592818685875717,-0.255809715195297
-0.202839660983277,0.922096610068414,-1.7880071859390545,-0.9659881409111235
0.01177409929439562,1.1232473587372325,-1.7880071859390545,-0.949472363568895
